Company name,Booth,Website,Website link,Company info
PRIME INVENTIONS GMBH,-,http://www.prime-inventions.de,http://www.prime-inventions.de,"Water filter without use of electrical power able to filter pesticides, medical residues, copper, lead bacteria etc. 

Water whirling nozzles for lime scale prevention and refresh 

Chemical free water softening equipment called AquaKalko

Water whirling technology patent pending

Trade  marks:
AquaAvanti, AquaKalko, Wirblei, EggyWhirler, Aquawhirler, Prime Inventions

German patents for water whirling"
PROMEGA CORPORATION,B2-X06,https://www.promega.sg/applications/applied-and-environmental-sciences/,https://www.promega.sg/applications/applied-and-environmental-sciences/,"Promega Corporation develops innovative tools for molecular microbiological methods which are useful for water analysis.  Promega offers solutions for laboratory and online analysis of water to rapidly determine viable microbial load.  Our diverse product portfolio includes reagents and kits for ATP analysis, tools for DNA and RNA extraction and sample processing for next generation sequencing, as well as reagents for PCR."
PROVINCE OF BRITISH COLUMBIA,B2-W30,http://-,http://-,NA
PROVINCE OF ONTARIO,B2-V23,http://www.sourcefromontario.com,http://www.sourcefromontario.com,"The Export Services Branch assists international buyers interested in sourcing high-quality products and services from Ontario companies. Government staff help connect buyers to businesses with advanced and innovative solutions for their supply chain needs. For more information about Ontario sectors, its suppliers and upcoming export-related events, please visit: www.sourcefromontario.com."
PUB SGWX,L1-N02,http://-,http://-,NA
PUB SINGAPORE,B2-T32,http://www.pub.gov.sg,http://www.pub.gov.sg,"PUB is Singapore's national water agency, responsible for providing good water, reclaiming used water and taming storm water."
"PUB, SINGAPORE'S NATIONAL WATER AGENCY (CONNECT@SIWW)",B2-T32,http://www.pub.gov.sg,http://www.pub.gov.sg,"PUB is Singapore's national water agency, responsible for providing good water, reclaiming used water and taming storm water."
"PUB, SINGAPORE'S NATIONAL WATER AGENCY (DEEP TUNNEL SEWERAGE SYSTEM PHASE 2 & INTEGRATED WASTE MANAGEMENT FACILITY)",B2-E16,http://-,http://-,"PUB, Singapore’s National Water Agency, is developing the second phase of the Deep Tunnel Sewerage System (DTSS).  The DTSS is an efficient and cost-effective solution to meet Singapore’s long-term needs for used water management.  DTSS Phase 2 will comprise 4 similar major components: the South and Industrial Tunnels, the link sewers, and the Tuas WRP.  Tuas WRP will be co-located with the National Environment Agency’s (NEA) Integrated Waste Management Facility (IWMF). The IWMF is an integral part of NEA’s long-term plan to meet Singapore’s solid waste management needs."
"PUB, SINGAPORE'S NATIONAL WATER AGENCY (INNOVATION PAVILION)",L1-N10,http://-,http://-,"A showcase of local and international companies with game-changing innovative technologies. Visit the Water Innovation Pavilion to witness how these technologies work, explore business opportunities and find out how some of these technologies were adopted by PUB, Singapore’s National Water Agency."
"PUB, SINGAPORE'S NATIONAL WATER AGENCY (SMART WATER SOLUTIONS PAVILION)",L1-M14,http://-,http://-,"The Smart Water Pavilion showcases various deployments of smart technologies in the domains of Internet-of-Things, Artificial Intelligence, Digitalisation and Autonomous Systems, with the objective of enhancing PUB's operations and service delivery in areas of water treatment, distribution and collection. This is in line with the Smart Nation initiatives and Singapore's Public Sector Transformation vision in building the future of Singapore."
PWT/PIEDMONT,B2-W25,http://www.piedmontpacific.com/,http://www.piedmontpacific.com/,"Piedmont is a global leader in corrosion resistant equipment for desalination plants and meets critical customer demand for a wide range of applications in the industrial and municipal markets. Core products designed and manufactured by Piedmont are flexible grooved-end couplings and FRP filter housing for cartridges, bags and baskets.

PWT develops, manufactures and markets specialty chemicals for municipal and industrial membrane based filtration systems. PWT offers solutions to maximize the efficiency and economics of membrane systems operations. Its environmentally friendly phosphate-free and eleven (11) times concentrated antiscalants reduce shipping/handling costs by 90%."
QT ENVIRO-TECH LTD,B2-H12,http://www.iDesalt.com,http://www.iDesalt.com,"We are a manufacturer is dedicating on providing desalination plants and solution to our customers.Our core business covers Seawater/Brackish water desalination, UF system, Industrial ZLD system, and spare parts.QT is dedicating on providing desalination plants and solution to our customers.Our mission is Sourcing fresh water from seawater, recovering water from waste water.We value: Trustworthiness, Customer-oriented, Technical enthusiasm, Continuously improving.We are now a member of IDA and MIAC. QT is also certificated as Chinese High Technology Enterprise. We believe we are the best fit for you."
RADIO DATA NETWORKS LIMITED,-,http://www.radio-data-networks.com,http://www.radio-data-networks.com,"In the Wastewater Sector: Sewer Flow Monitoring, Sewer Overflow Monitoring, Detecting and Reporting Blockages, the design and supply of pollution containment valves, Vacuum Sewage System Monitoring, Real-time control for sewer networks to regulate and optimise flow - from the design of sensors to the delivery of data over Mission Critical IoT type of technology.
In water Distribution: Network Pressure Monitoring and Reporting, borehole monitoring 
In Pollution Control: Monitoring of ph, DO, turbidity, 
In Flooding: Measurement of river levels and live real-time reporting"
RAMBOLL,L1-L30,http://www.ramboll.com,http://www.ramboll.com,"Ramboll is a leading engineering, design and consultancy company founded in Denmark in 1945. 











The company employs more than 13,000 experts globally and has especially strong representation in the Nordics, UK, North America, Continental Europe, Middle East and Asia-Pacific. With 300 offices in 35 countries, Ramboll combines local experience with a global knowledgebase constantly striving to achieve inspiring and exacting solutions that make a genuine difference to our clients, the end-users, and society at large. Ramboll works across the following markets: Buildings, Transport, Planning & Urban Design, Water, Environment & Health, Energy and Management Consulting"
RASA CORPORATION,B2-D11,http://www.rasaco.co.jp,http://www.rasaco.co.jp,"RASA Corporation is named for an island in Japan's Okinawa prefecture that is commonly known as Rasa Island and the company started with mining phosphate ore on Rasa Island approx. 100 years ago. Our main products vary from a various kinds of Slurry and Chemical Pumps, Valves and Construction Machinery such as Pipe Jacking Tunneling Machines, Fiber Optic Gyrocompass for Tunnel and GRP pipes."
RE CIRC SINGAPORE,B2-M32,http://www.hollandinnovation.sg,http://www.hollandinnovation.sg,"ReCirc Singpore is a Netherlands based Public-Private Cooperation providing integrated resource recovery solutions for zero waste nations. 14 partner companies and organizations specialized in consultancy, planning, design, (institutional) management and solution providing joined forces and capabilities the provide sustainable and cost effective solutions for closing the waste loop in for example Singapore. The specialized services focus on: Incinerated Bottom Ash and Fly Ash Treatment and Building Material Recycling; Sorting, Separating, Segregating Management; Smart E-waste Recycling; High Tech Packaging and Plastic Waste Recycling; Integrated Recovery of Renewable Energy and Resources from Water and Sludge; Food Waste Management and Resource Recovery"
